channel_id,channel_name,query_groups,search_video_count,recent_long_count,max_search_views,median_search_views,channel_url
UC8Ej-h0PXxOUGIIT5d8Yf7Q,Sleepy Story,everyday_history,1,1,400,400,https://www.youtube.com/channel/UC8Ej-h0PXxOUGIIT5d8Yf7Q/videos
UCyGAiCB8bR-pUUKJ5ynrOcw,Michigan Moments ,everyday_history,1,0,397,397,https://www.youtube.com/channel/UCyGAiCB8bR-pUUKJ5ynrOcw/videos
UCutBN6-IOK6bCaOdZbiHzfg,Farmers Archives with Nate,everyday_history,1,1,391,391,https://www.youtube.com/channel/UCutBN6-IOK6bCaOdZbiHzfg/videos
UCpp3MGSLrylnl0qL9SPMTuA,Historical Docs,everyday_history,1,1,383,383,https://www.youtube.com/channel/UCpp3MGSLrylnl0qL9SPMTuA/videos
UC9zlF8DsfxN1WV0sbEYl_XA,Uncovered World,everyday_history,1,1,372,372,https://www.youtube.com/channel/UC9zlF8DsfxN1WV0sbEYl_XA/videos
UCoroWh7mQZ2MGTQH3VgY2JQ,The Washer Doctor,everyday_history,1,1,368,368,https://www.youtube.com/channel/UCoroWh7mQZ2MGTQH3VgY2JQ/videos
UCZLAy00GHtsQ28MQosW0mZw,Beyond Impact,everyday_history,1,1,358,358,https://www.youtube.com/channel/UCZLAy00GHtsQ28MQosW0mZw/videos
UCI1U-9Q24wiDJHW9eZJpd5A,Tom’s Time Machine,everyday_history,1,1,357,357,https://www.youtube.com/channel/UCI1U-9Q24wiDJHW9eZJpd5A/videos
UCBGf12W_t5K9wDGThRpOqzA,Machiavelli Mind,everyday_history,1,1,341,341,https://www.youtube.com/channel/UCBGf12W_t5K9wDGThRpOqzA/videos
UCjVdnZlSsBrjIXR4v9GT4BA,Boring Sleep History,everyday_history,2,2,323,251,https://www.youtube.com/channel/UCjVdnZlSsBrjIXR4v9GT4BA/videos
UC-wgldSMwV0Go3sioIurfew,Hilltop History,everyday_history,1,1,319,319,https://www.youtube.com/channel/UC-wgldSMwV0Go3sioIurfew/videos
UCWnkxYjzP8tswxwx6ZaYoFQ,Science Tech TV,everyday_history,1,1,303,303,https://www.youtube.com/channel/UCWnkxYjzP8tswxwx6ZaYoFQ/videos
UCICLzl5LC8DIGS1vNQqwlGA,Flashback USA,everyday_history,1,1,292,292,https://www.youtube.com/channel/UCICLzl5LC8DIGS1vNQqwlGA/videos
UCnGDnx7X2P9nhQft8LZJShA,Hidden Amish Life Hacks,everyday_history,1,1,288,288,https://www.youtube.com/channel/UCnGDnx7X2P9nhQft8LZJShA/videos
UC4K03O5ONM5R6_fxRuAS_jQ,AmeriRise,everyday_history,1,0,283,283,https://www.youtube.com/channel/UC4K03O5ONM5R6_fxRuAS_jQ/videos
UCHT1mnWjwvBkcsU1ObGCSfQ,Steven Roberts Productions,everyday_history,2,1,271,155,https://www.youtube.com/channel/UCHT1mnWjwvBkcsU1ObGCSfQ/videos
UCyAziLBwBdL-0YznhULc8Hg,After the Sirens,everyday_history,1,1,270,270,https://www.youtube.com/channel/UCyAziLBwBdL-0YznhULc8Hg/videos
UCxRdM8fTOaGG7N2ZtOU3q4Q,Iman_Studios,everyday_history,1,0,269,269,https://www.youtube.com/channel/UCxRdM8fTOaGG7N2ZtOU3q4Q/videos
